m,TagName,
"2020-12-01 00:00:00","c","2654"
"2020-12-01 00:00:00","c#","5759"
"2020-12-01 00:00:00","c++","4462"
"2020-12-01 00:00:00","delphi","196"
"2020-12-01 00:00:00","go","538"
"2020-12-01 00:00:00","java","7855"
"2020-12-01 00:00:00","javascript","16078"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4818"
"2020-12-01 00:00:00","python","22294"
"2020-12-01 00:00:00","r","4348"
"2020-12-01 00:00:00","ruby","503"
"2020-12-01 00:00:00","swift","2108"
"2021-01-01 00:00:00","assembly","312"
"2021-01-01 00:00:00","c","2575"
"2021-01-01 00:00:00","c#","6219"
"2021-01-01 00:00:00","c++","4116"
"2021-01-01 00:00:00","delphi","201"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8082"
"2021-01-01 00:00:00","javascript","16937"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4778"
"2021-01-01 00:00:00","python","22958"
"2021-01-01 00:00:00","r","4346"
"2021-01-01 00:00:00","ruby","524"
"2021-01-01 00:00:00","swift","2333"
"2021-02-01 00:00:00","assembly","246"
"2021-02-01 00:00:00","c","2253"
"2021-02-01 00:00:00","c#","5827"
"2021-02-01 00:00:00","c++","4119"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","573"
"2021-02-01 00:00:00","java","7644"
"2021-02-01 00:00:00","javascript","15349"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4403"
"2021-02-01 00:00:00","python","21489"
"2021-02-01 00:00:00","r","4342"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2276"
"2021-03-01 00:00:00","assembly","324"
"2021-03-01 00:00:00","c","2513"
"2021-03-01 00:00:00","c#","6424"
"2021-03-01 00:00:00","c++","4334"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","766"
"2021-03-01 00:00:00","java","8734"
"2021-03-01 00:00:00","javascript","16862"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","php","4810"
"2021-03-01 00:00:00","python","24044"
"2021-03-01 00:00:00","r","5188"
"2021-03-01 00:00:00","ruby","499"
"2021-03-01 00:00:00","swift","2406"
"2021-04-01 00:00:00","assembly","340"
"2021-04-01 00:00:00","c","2438"
"2021-04-01 00:00:00","c#","6685"
"2021-04-01 00:00:00","c++","4298"
"2021-04-01 00:00:00","delphi","185"
"2021-04-01 00:00:00","go","680"
"2021-04-01 00:00:00","java","9413"
"2021-04-01 00:00:00","javascript","18449"
"2021-04-01 00:00:00","perl","142"
"2021-04-01 00:00:00","php","5046"
"2021-04-01 00:00:00","python","26265"
"2021-04-01 00:00:00","r","5569"
"2021-04-01 00:00:00","ruby","600"
"2021-04-01 00:00:00","swift","2493"
"2021-05-01 00:00:00","assembly","322"
"2021-05-01 00:00:00","c","2239"
"2021-05-01 00:00:00","c#","6514"
"2021-05-01 00:00:00","c++","4572"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","go","694"
"2021-05-01 00:00:00","java","9648"
"2021-05-01 00:00:00","javascript","18347"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","php","5044"
"2021-05-01 00:00:00","python","25968"
"2021-05-01 00:00:00","r","5385"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","swift","2200"
"2021-06-01 00:00:00","assembly","274"
"2021-06-01 00:00:00","c","1992"
"2021-06-01 00:00:00","c#","6408"
"2021-06-01 00:00:00","c++","4160"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","go","640"
"2021-06-01 00:00:00","java","9167"
"2021-06-01 00:00:00","javascript","17571"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","php","4838"
"2021-06-01 00:00:00","python","24470"
"2021-06-01 00:00:00","r","4936"
"2021-06-01 00:00:00","ruby","468"
"2021-06-01 00:00:00","swift","2106"
"2021-07-01 00:00:00","assembly","188"
"2021-07-01 00:00:00","c","1705"
"2021-07-01 00:00:00","c#","5929"
"2021-07-01 00:00:00","c++","3772"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","go","646"
"2021-07-01 00:00:00","java","8302"
"2021-07-01 00:00:00","javascript","17293"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4594"
"2021-07-01 00:00:00","python","24046"
"2021-07-01 00:00:00","r","4671"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","swift","2263"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1616"
"2021-08-01 00:00:00","c#","5746"
"2021-08-01 00:00:00","c++","3469"
"2021-08-01 00:00:00","delphi","142"
"2021-08-01 00:00:00","go","781"
"2021-08-01 00:00:00","java","7935"
"2021-08-01 00:00:00","javascript","16994"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4568"
"2021-08-01 00:00:00","python","23056"
"2021-08-01 00:00:00","r","4571"
"2021-08-01 00:00:00","ruby","507"
"2021-08-01 00:00:00","swift","2185"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1795"
"2021-09-01 00:00:00","c#","5750"
"2021-09-01 00:00:00","c++","3907"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","659"
"2021-09-01 00:00:00","java","7774"
"2021-09-01 00:00:00","javascript","16636"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","php","4307"
"2021-09-01 00:00:00","python","21888"
"2021-09-01 00:00:00","r","4327"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","swift","1924"
"2021-10-01 00:00:00","assembly","221"
"2021-10-01 00:00:00","c","2201"
"2021-10-01 00:00:00","c#","6014"
"2021-10-01 00:00:00","c++","4068"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","761"
"2021-10-01 00:00:00","java","7751"
"2021-10-01 00:00:00","javascript","16138"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4252"
"2021-10-01 00:00:00","python","22863"
"2021-10-01 00:00:00","r","4734"
"2021-10-01 00:00:00","ruby","478"
"2021-10-01 00:00:00","swift","1843"
"2021-11-01 00:00:00","assembly","311"
"2021-11-01 00:00:00","c","2340"
"2021-11-01 00:00:00","c#","6394"
"2021-11-01 00:00:00","c++","4174"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","704"
"2021-11-01 00:00:00","java","8283"
"2021-11-01 00:00:00","javascript","15856"
"2021-11-01 00:00:00","perl","81"
"2021-11-01 00:00:00","php","4133"
"2021-11-01 00:00:00","python","23410"
"2021-11-01 00:00:00","r","4625"
"2021-11-01 00:00:00","ruby","449"
"2021-11-01 00:00:00","swift","1762"
"2021-12-01 00:00:00","assembly","288"
"2021-12-01 00:00:00","c","2265"
"2021-12-01 00:00:00","c#","5730"
"2021-12-01 00:00:00","c++","3872"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","771"
"2021-12-01 00:00:00","java","7552"
"2021-12-01 00:00:00","javascript","15320"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3749"
"2021-12-01 00:00:00","python","22090"
"2021-12-01 00:00:00","r","3925"
"2021-12-01 00:00:00","ruby","436"
"2021-12-01 00:00:00","swift","1672"
"2022-01-01 00:00:00","assembly","241"
"2022-01-01 00:00:00","c","2071"
"2022-01-01 00:00:00","c#","5937"
"2022-01-01 00:00:00","c++","3900"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","796"
"2022-01-01 00:00:00","java","7746"
"2022-01-01 00:00:00","javascript","16366"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","4043"
"2022-01-01 00:00:00","python","22712"
"2022-01-01 00:00:00","r","4268"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","2001"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1810"
"2022-02-01 00:00:00","c#","5890"
"2022-02-01 00:00:00","c++","3520"
"2022-02-01 00:00:00","delphi","187"
"2022-02-01 00:00:00","go","695"
"2022-02-01 00:00:00","java","7365"
"2022-02-01 00:00:00","javascript","15625"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3776"
"2022-02-01 00:00:00","python","22817"
"2022-02-01 00:00:00","r","4360"
"2022-02-01 00:00:00","ruby","459"
"2022-02-01 00:00:00","swift","1906"
"2022-03-01 00:00:00","assembly","310"
"2022-03-01 00:00:00","c","2347"
"2022-03-01 00:00:00","c#","7216"
"2022-03-01 00:00:00","c++","4423"
"2022-03-01 00:00:00","delphi","146"
"2022-03-01 00:00:00","go","955"
"2022-03-01 00:00:00","java","9386"
"2022-03-01 00:00:00","javascript","18461"
"2022-03-01 00:00:00","perl","122"
"2022-03-01 00:00:00","php","4768"
"2022-03-01 00:00:00","python","27304"
"2022-03-01 00:00:00","r","5365"
"2022-03-01 00:00:00","ruby","569"
"2022-03-01 00:00:00","swift","2285"
